probe	GSM2696792	GSM2696793	GSM2696794	GSM2696795	GSM2696796	GSM2696797	GSM2696798	GSM2696799	GSM2696800	GSM2696801	GSM2696802	GSM2696803	GSM2696804	GSM2696805	GSM2696806	GSM2696807	GSM2696808	GSM2696809	GSM2696810	GSM2696811	GSM2696812	GSM2696813	GSM2696814	GSM2696815	GSM2696816	GSM2696817	GSM2696818	GSM2696819	GSM2696820	GSM2696821	GSM2696822	GSM2696823	GSM2696824	GSM2696825	GSM2696826	GSM2696827	GSM2696828	GSM2696829	GSM2696830	GSM2696831	GSM2696832	GSM2696833	GSM2696834	GSM2696835	GSM2696836	GSM2696837	GSM2696838	GSM2696839	GSM2696840	GSM2696841	GSM2696842	GSM2696843	GSM2696844	GSM2696845	GSM2696846	GSM2696847	GSM2696848	GSM2696849	GSM2696850	GSM2696851	GSM2696852	GSM2696853	GSM2696854	GSM2696855	GSM2696856	GSM2696857
1552362_a_at	5.713981	8.097292	6.005433	5.877206	6.895704	6.5816	6.969018	5.889091	6.438607	7.318746	6.119765	5.783051	5.5096	7.876642	5.702265	6.282455	5.995983	7.527745	9.112133	6.152147	9.038326	6.532917	6.556646	6.091577	6.418397	8.037281	5.923553	6.216012	6.134403	6.071682	6.492483	7.262251	5.645288	7.286752	6.138794	10.30037	5.915919	5.613177	9.683487	6.707526	6.456865	8.438812	6.102429	6.258231	5.967108	8.435199	4.815487	5.802866	7.1724	5.994158	8.815437	8.227571	5.908866	6.043994	7.229218	7.431089	5.530288	6.389167	5.835738	10.39818	6.283622	6.503386	7.335906	6.181613	6.279992	5.973542
1552364_s_at	5.489691	5.394845	5.955758	4.752066	4.806628	4.306857	5.407832	5.837321	5.132606	5.554353	5.57211	5.036378	6.109806	5.561569	5.174069	5.340781	4.952423	4.877742	4.390267	4.94262	6.25834	4.888789	4.758891	4.968905	5.614185	5.301126	5.106751	5.297192	5.760206	5.000036	4.78406	6.132616	4.960986	5.388937	5.418185	4.696542	4.934853	5.204968	5.120733	4.797133	5.767744	5.243628	5.285257	5.727706	5.470157	5.377387	7.495264	4.911769	4.429535	5.829024	5.488949	5.268087	4.804516	5.281006	5.705882	5.84414	5.544569	5.639805	5.684282	5.40482	5.490966	6.148203	5.8775	4.809905	4.641064	5.591786
1552365_at	3.443876	9.327669	7.619525	7.661552	8.989258	9.565939	6.81308	8.23884	10.31493	8.695271	8.740236	8.1584	6.643679	8.181389	6.459003	5.902407	9.000582	8.579551	10.10232	8.027485	7.183987	9.529015	10.26807	8.537577	5.330534	9.490134	9.935028	9.377116	6.464403	8.643332	7.463174	8.708713	3.05683	7.629954	9.228348	10.33625	8.604409	5.730474	9.275026	10.0611	8.940536	6.429199	7.536408	6.827186	7.696632	7.219702	5.615394	9.992212	2.603853	4.156048	8.849995	9.653288	10.64481	8.359857	8.455965	8.084201	6.250598	7.430719	4.412675	9.635208	8.051529	4.366261	5.637156	9.519281	9.128868	8.268489
1552367_a_at	3.152564	7.582135	5.589366	5.306293	7.199219	7.890687	5.222359	6.323164	8.723757	7.578074	8.169588	7.091549	4.665262	6.811231	4.164907	4.73789	7.190747	6.785548	8.37104	6.543082	5.520935	8.182551	8.926775	6.861803	4.226757	8.338572	8.802563	8.182023	4.993279	7.548308	5.823298	7.369931	3.513969	6.317418	7.857207	9.110708	7.296958	4.807786	7.411848	8.823013	7.561649	4.420965	5.178557	5.167826	6.532528	6.004323	4.964095	9.053696	3.289237	3.63881	7.643776	8.360464	9.942028	7.346784	6.430707	7.237627	5.021952	6.267079	3.774818	8.592249	6.542417	3.825849	4.806432	8.236452	8.272406	6.272101
1552368_at	2.438338	2.387616	7.78207	2.410385	2.142938	2.217651	10.18377	2.415564	2.415602	2.329598	2.535367	2.391043	2.256046	2.316545	2.252471	2.654728	2.528694	2.41787	2.214525	2.392208	2.154412	2.205679	2.43833	2.446704	2.265354	2.306757	2.237719	2.432137	2.640698	2.46281	2.309927	2.361993	9.943441	2.196211	2.225855	2.33407	2.55975	2.210335	2.716494	2.297491	2.425213	2.156318	2.177661	2.247816	2.224808	2.352133	2.29819	2.491857	2.577824	2.340184	6.057376	2.241971	2.100159	2.481527	2.479331	1.961383	2.144113	2.446497	2.52274	2.495823	2.146241	2.436489	2.365126	2.325444	2.104592	2.221845
1552370_at	5.81886	8.149029	7.663658	7.225511	7.426667	8.492466	7.943298	7.967537	9.230389	8.996361	8.451481	7.205099	7.686593	7.394604	7.567249	6.456278	8.259515	7.887485	8.552132	8.419924	8.672848	8.172991	8.536126	7.057084	7.385153	8.833881	8.782448	8.417105	7.276333	7.764843	7.663658	7.61807	4.918802	7.471037	7.371694	8.755731	7.561239	6.446527	7.977776	8.635244	9.163837	7.541371	7.70242	7.789423	7.351313	7.085468	7.302823	9.728654	6.620793	6.459954	7.882751	8.965593	8.590628	7.244442	7.94267	7.625532	6.941597	8.552662	6.56467	8.947202	8.590725	7.473604	6.668935	7.572677	8.052238	6.537717
1552372_at	2.322903	2.181139	2.006175	2.039332	2.026292	2.129569	2.062844	2.29441	2.152373	2.237976	2.266142	2.204064	2.4012	2.045695	2.045884	2.248956	2.216414	2.020118	2.229601	2.147979	2.070065	2.157503	2.114905	2.141447	2.022461	1.988086	2.166366	2.169568	2.325411	2.213556	2.146795	2.032259	2.211371	2.051512	2.118855	1.927834	2.029687	1.931865	2.053843	2.036762	2.036341	2.227561	1.990047	2.240636	2.165653	2.178307	2.077249	1.917017	2.005902	2.07553	2.04909	2.078433	2.014224	2.233145	2.092198	2.058995	2.155183	1.98859	2.252864	2.40126	1.870148	2.004225	2.048799	2.08	1.92336	2.05122
1552373_s_at	1.648674	2.26066	2.100953	2.133186	2.502267	2.632543	2.387116	2.607327	2.804316	2.819778	2.768082	2.218446	2.232042	2.11238	2.153752	2.494582	2.162417	2.770325	2.712882	2.547571	2.817866	2.786837	2.686178	2.188568	2.237494	3.170864	3.123393	2.785236	2.242347	2.63282	2.684514	2.389768	2.287605	2.477353	2.282972	2.79387	2.390344	2.003611	2.485045	2.485157	3.369858	2.317675	2.194372	2.853439	2.096613	2.249723	2.211193	3.121553	2.349253	1.995558	2.21876	2.865867	3.35929	2.449412	2.905364	2.172801	2.231316	2.374318	2.456904	2.902878	2.446191	2.272434	2.268303	2.094244	2.472252	1.900156
1552375_at	4.22026	3.463389	3.930923	3.472131	4.236705	4.810107	3.690073	4.078885	4.449881	3.998804	3.988165	3.556576	3.941816	3.697785	3.924646	3.957673	4.434213	4.051417	3.859769	4.173201	3.490917	4.499794	3.965704	4.827149	3.755598	3.947224	4.130151	3.780356	3.866848	3.616138	4.283943	4.039177	4.550833	4.263583	3.881418	3.827749	4.391176	4.56333	3.743474	3.939193	3.552305	4.15211	3.798981	3.705464	4.610942	3.699565	3.250258	4.321077	3.81281	4.0209	3.790539	4.145609	3.919306	3.521512	3.515847	4.129764	3.424965	3.721011	4.833942	3.426901	4.142405	3.799537	3.187224	4.274185	4.021751	4.435728
1552377_s_at	6.415896	6.203059	5.764154	6.447286	6.276686	6.350272	6.354554	6.280735	5.940512	6.235594	6.162162	6.18274	6.102129	6.164673	6.159404	6.316921	6.20902	6.23903	6.366138	6.38478	6.075647	6.109383	6.207253	6.21729	6.285736	6.004097	6.241822	6.202488	6.139949	6.591892	6.354959	6.228407	6.319893	6.180756	6.164282	6.328516	6.063513	6.381249	6.304461	6.172339	6.172247	6.305783	6.758395	6.280695	6.044866	6.388876	6.243408	6.098392	6.284564	6.455985	6.407274	6.263667	5.998828	6.534854	6.757887	6.249432	6.48186	6.361726	6.44452	6.119811	6.340357	6.183067	6.054394	6.119113	6.096656	6.100234
1552378_s_at	6.015344	7.036549	5.769001	6.283292	5.526903	6.990243	6.866592	6.371691	8.365267	7.195725	7.483895	6.431148	6.600456	6.710369	6.657284	6.464732	6.409243	6.942048	6.673727	6.219373	7.69418	7.513794	6.518043	5.744461	6.075684	6.644244	7.126678	7.499921	7.667638	6.918959	6.258628	8.700848	5.603207	6.640201	7.658762	6.760347	7.118932	5.97635	6.46803	6.854972	7.570561	7.545945	6.866354	7.1515	6.95659	8.466179	6.01226	7.039192	6.585976	7.887997	6.160036	7.229074	6.431148	7.106415	6.931563	7.38956	7.828629	6.548382	5.421447	6.976752	6.767134	7.793962	6.663888	6.947814	6.516098	6.515785
1552379_at	2.047183	2.144859	2.092422	2.058001	2.125275	1.9614	1.905584	2.153337	2.162236	2.525145	2.069529	2.15779	2.338301	1.847159	2.0368	2.153191	2.098797	2.324838	2.185994	2.045124	1.966387	2.045113	1.966707	2.112218	2.093713	2.063366	2.040064	2.401252	2.268176	1.961893	2.040959	2.359604	2.175325	2.031629	2.084451	2.036442	1.975882	1.931826	2.114739	2.090229	2.015275	1.967976	2.141008	2.095405	1.952602	2.152324	2.210684	2.104166	2.094515	2.190454	2.141907	2.093376	2.066699	2.347812	2.095105	2.364254	2.104776	2.168026	2.17502	2.362751	2.180655	2.08084	2.193118	2.030235	1.907247	2.096767
1552381_at	2.688293	2.6845	2.841033	3.860937	2.927856	2.686115	4.51313	2.724973	2.563749	2.997594	2.598714	3.609521	2.463138	2.98171	2.554804	2.749025	2.605268	2.78443	2.495115	2.646935	2.724251	2.75489	2.66646	2.927857	2.632439	2.680706	2.524107	2.839493	2.813429	2.683121	2.771415	2.434633	4.142149	2.590961	2.658602	2.544515	2.672473	2.572914	2.863807	2.642912	2.815103	2.496038	2.775631	2.450939	2.517527	2.980967	4.205886	2.62111	2.620512	2.738013	4.394264	2.503489	2.648762	2.498364	2.583661	2.905594	3.081892	2.598682	3.043277	2.705549	2.788996	2.661661	2.431304	2.596885	2.431964	3.3265
1552383_at	5.208571	5.118521	5.308564	5.045709	5.481877	5.074134	5.031076	5.403792	5.307994	5.248826	5.188662	5.399407	4.957736	5.371975	5.198687	5.022716	5.016148	4.950884	5.175797	5.154717	5.220791	5.186779	5.047631	5.1682	4.965607	5.366785	5.299177	5.636621	5.05662	5.714747	5.652053	5.209965	5.245341	4.92332	5.235055	5.110025	4.396042	4.844107	4.970028	5.403661	5.341336	5.00444	5.159279	5.129122	4.892035	5.291227	5.231216	5.438532	5.126638	5.333599	5.208183	5.363728	5.449063	5.298136	5.604002	5.27974	5.375326	5.425978	5.601724	5.585332	5.51904	5.159279	5.087462	5.18737	4.97659	4.926395
1552384_a_at	4.563272	4.38416	4.554541	4.713592	4.412181	4.235699	4.33491	4.488661	4.556165	4.706995	4.470519	4.472275	4.306723	4.436573	4.065039	4.280159	4.385837	4.595901	4.297222	4.480959	4.445297	4.156529	4.471658	4.34113	4.452045	4.367145	4.376719	4.6472	4.173895	4.850225	4.591359	4.435544	4.699957	4.349351	4.525965	4.497642	4.269898	4.45433	4.25155	4.588	4.952578	4.359176	4.414604	4.621912	4.124593	4.909269	4.772483	4.520227	4.708478	4.233359	4.673547	4.652793	4.88664	4.748748	4.538417	4.268645	4.526208	4.436237	4.845694	4.41605	4.520779	4.783611	4.827931	4.568452	4.351095	4.454937
1552386_at	3.259196	2.880588	3.2303	2.962472	2.859527	3.59439	4.112027	5.333429	4.035834	3.046444	3.521789	3.527973	3.602861	3.134353	5.224888	3.01024	3.555568	3.976544	3.681284	3.527845	3.251063	2.87563	2.590257	4.102009	3.188925	3.556696	5.416506	2.816459	2.880443	5.839874	4.81565	4.553742	3.307566	5.618159	3.596184	2.87228	3.892517	4.669096	2.953798	3.713942	4.49369	3.913417	3.290757	4.896904	2.666205	3.359917	2.462519	3.250773	3.897698	4.974861	3.4299	3.068357	4.544922	5.816888	3.581726	4.476828	4.317687	3.588177	5.569849	4.553554	4.835073	3.015501	2.784752	4.128206	4.956976	3.347419
1552388_at	6.272008	5.402298	5.425925	5.509368	5.784914	5.973093	5.615085	6.04389	5.85732	6.177051	5.756796	5.803011	5.39395	6.63491	5.210618	5.848633	5.977602	5.532146	6.055899	5.887959	6.00143	5.735691	5.758765	5.442971	5.486887	5.810654	5.80624	6.093639	5.309	6.1304	6.029415	5.672664	5.59947	5.432979	5.635756	6.23655	5.317131	5.44205	5.613076	5.885523	6.028666	5.673103	5.732221	5.385357	5.527673	5.882156	5.406988	6.398523	5.936358	5.906614	5.51453	6.158817	6.096351	5.944489	5.766735	5.840329	5.781176	5.395334	5.94672	6.759746	5.842065	5.843184	5.921988	6.372856	5.87825	5.596694
1552389_at	2.454514	4.917079	5.187998	4.283591	4.684787	5.874275	3.450579	4.977723	7.145251	4.815014	6.303844	5.186255	4.281795	4.038456	2.9214	3.454899	4.233605	5.720547	6.823529	5.26415	2.708449	5.713243	6.476142	4.925358	2.333632	6.013427	5.944698	6.08817	4.045454	4.93399	4.707647	5.559353	2.86044	2.491371	3.891079	6.598656	4.155342	2.580271	5.470875	6.97679	5.039883	3.382576	2.707341	2.975387	4.29719	4.086295	5.342649	6.724736	2.418818	2.370059	3.504088	5.798588	7.277057	4.123958	3.642318	5.038493	2.910264	4.211369	2.61167	5.368353	4.196173	3.908496	2.420342	5.702047	3.93197	5.140043
1552390_a_at	2.485972	6.165443	6.613621	6.027753	6.32834	8.260445	5.383192	6.653179	8.35436	5.570577	7.582806	6.908209	5.128653	5.437555	3.636062	4.264335	6.151385	6.92095	8.088517	6.484783	4.817574	7.593456	8.431105	6.545833	2.557705	8.078594	8.268296	7.612741	5.7824	6.113099	5.979547	6.997687	3.495085	3.327278	5.595745	8.541844	5.74073	2.727878	7.54101	8.934558	6.195972	4.232708	3.978908	3.762956	5.869626	5.300591	6.385953	8.685024	2.342163	2.157131	5.373933	7.263354	8.800603	5.79562	5.48198	6.803541	3.324208	5.753557	2.380693	7.09485	6.648174	4.744399	2.658528	7.348014	5.210053	6.044524
1552391_at	3.636575	3.731052	3.380501	3.439145	3.638348	3.316657	3.551453	3.323049	3.334134	3.35352	3.75123	3.550503	3.359142	3.69177	3.468329	3.541628	3.563354	3.228083	3.516998	3.588499	3.297804	3.42532	3.338832	3.4215	3.493374	3.1615	3.191179	3.366859	3.490292	3.712467	3.685677	3.251506	3.772464	3.886765	3.201539	3.537351	3.086638	3.461666	3.475744	4.035274	3.321712	3.36724	3.819309	3.275758	3.212434	3.569506	3.384614	3.650349	3.710871	3.776709	3.842295	3.47645	3.95483	3.463161	4.049511	3.624525	3.535996	3.954984	3.632963	3.251142	3.484495	3.516219	3.746294	3.330971	3.305633	3.430452
